,script_len,char_per_line,if_freq,false_freq,true_freq,whitesp_freq,lines_100,return_freq,var_freq,this_freq,toString_freq,eval_freq,comment_amount,words_count,vowel_freq,non_read_freq,scr_entropy,str_enc_freq,file_name
432,28808,28808.0,0.010835590748072515,0.0,0.0,0.006248264371008053,1.0,0.01812877682850594,0.017295269847884976,0.0,0.000625130235465722,0.0,0,4799,0.0696681477367398,0.6463829491807831,4.897058589035126,0.1451332963065815,897.txt
433,38555,38555.0,0.004859761177450708,0.0,0.0,0.003864609000129685,1.0,0.006664815329075257,0.011802277145237435,0.0,0.00041655095806720355,0.0,0,7202,0.05532356374011153,0.6683179872908832,4.579621735765649,0.17027622876410323,214.txt
434,14946,14946.0,0.03305785123966942,0.0,0.0005903187721369539,0.00822962665596146,1.0,0.023022432113341203,0.047815820543093274,0.0,0.0029515938606847697,0.0,0,1694,0.11929613274454703,0.5448949551719524,5.673174991959987,0.05894553726749632,1486.txt
435,67000,67000.0,0.007706868577609519,0.0,0.00013520822065981613,0.009776119402985074,1.0,0.025013520822065982,0.027312060573282854,0.0,0.00013520822065981613,0.0,0,7396,0.108,0.6071641791044776,5.374771583476554,0.06661194029850746,188.txt
436,1441055,1441055.0,0.00371828841621408,2.1958396158744564e-05,2.9277861544992755e-05,0.0036431642095548053,1.0,0.011659908360293365,0.01038632138308618,0.0,7.319465386248189e-06,7.319465386248189e-06,1,136622,0.10671695389835918,0.5551703439493982,5.638335635143968,0.06430705281894168,685.txt
437,46572,46572.0,0.003544798924336878,0.0,0.0,0.0028557931804517734,1.0,0.005011612272338345,0.009534286762009535,0.0,0.0003667033370003667,0.0,0,8181,0.05007300523919952,0.6831572618740874,4.588940313224613,0.16578630937043717,792.txt
438,6918,494.14285714285717,0.023715415019762844,0.0,0.0,0.00997398091934085,0.14285714285714285,0.021080368906455864,0.03820816864295125,0.0,0.0013175230566534915,0.0,1,759,0.0997398091934085,0.6030644694998555,5.515654291634527,0.06837236195432206,828.txt
439,58304,58304.0,0.002771362586605081,0.0,0.0,0.004579445664105379,1.0,0.008314087759815243,0.00812933025404157,0.0,0.0002771362586605081,0.0,0,10825,0.061573819978046104,0.6500583150384193,4.614249996560488,0.16995403402854006,1068.txt
440,15095,15095.0,0.004771371769383698,0.0,0.0,0.005631003643590593,1.0,0.012326043737574552,0.017892644135188866,0.0,0.00039761431411530816,0.0,0,2515,0.0546538588936734,0.6702881748923485,4.771485523887343,0.1522358396820139,74.txt
441,251160,251160.0,0.015028811711571406,0.0,0.0001168042361002959,0.004475234910017519,1.0,0.021803457405388568,0.010395577012926335,0.0,0.0001946737268338265,0.0,0,25684,0.12492036948558688,0.5348264054785794,5.492167852514348,0.05858018792801401,319.txt
